x0_No relevent experience,x1_Part time course,x1_no_enrollment,city_0,city_1,city_2,city_3,city_4,city_5,city_6,city_7,major_discipline_0,major_discipline_1,major_discipline_2,major_discipline_3,company_size_0,company_size_1,company_size_2,company_size_3,company_type_0,company_type_1,company_type_2,company_type_3,education_level,experience,enrollee_id,city_development_index,gender,last_new_job,training_hours,target
0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,3,3,19061,0.926,Male,2.0,50,0.0
0.0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,2,6491,0.804,Male,1.0,48,0.0
0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,7041,0.7759999999999999,Male,1.0,65,0.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,2,1,22767,0.624,Male,1.0,13,0.0
1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,14505,0.855,Male,0.0,22,0.0
0.0,1.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,3,17139,0.624,Male,1.0,148,1.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,1,28476,0.92,Male,2.0,72,0.0
0.0,0.0,1.0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,3,21538,0.887,Male,1.0,8,1.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,4,10408,0.624,Male,2.0,68,1.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,5,14928,0.92,Male,3.0,40,0.0
0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,4,22293,0.92,Male,5.0,141,0.0
1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,4324,0.92,Female,1.0,24,0.0
0.0,0.0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,2,5,26966,0.92,Female,5.0,82,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,3,26494,0.91,Male,3.0,145,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,2,2,4866,0.92,Male,2.0,206,0.0
1.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,12726,0.926,Male,1.0,152,0.0
0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,4,5,10164,0.926,Male,4.0,42,1.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,3,8612,0.92,Male,4.0,50,0.0
1.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,24659,0.884,Male,0.0,106,0.0
0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,3,4,2547,0.926,Female,2.0,14,0.0
0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,13854,0.924,Male,2.0,36,0.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,3,2,31654,0.624,Male,1.0,112,1.0
1.0,0.0,1.0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,13643,0.6659999999999999,Male,0.0,108,0.0
0.0,1.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,5590,0.624,Male,3.0,7,1.0
1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3,1,22452,0.624,Female,0.0,26,1.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,2,1,9006,0.624,Male,0.0,87,1.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,2,4,25987,0.92,Other,4.0,52,1.0
0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,3,4476,0.5579999999999999,Male,5.0,20,1.0
0.0,0.0,1.0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,3,25103,0.923,Male,1.0,21,0.0
1.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,5568,0.5579999999999999,Male,1.0,92,1.0
0.0,0.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,2,2,2195,0.6659999999999999,Male,2.0,102,0.0
1.0,0.0,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,1,30533,0.794,Male,5.0,26,0.0
0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,3,1,28512,0.924,Male,2.0,7,0.0
1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1023,0.926,Male,1.0,43,0.0
0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,2,5,12253,0.924,Male,1.0,45,0.0
0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,2,1,25296,0.754,Male,2.0,52,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,5,13238,0.92,Male,2.0,19,0.0
0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,2,1,13478,0.624,Male,1.0,32,1.0
0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,2,5,18578,0.767,Male,5.0,26,1.0
0.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,29975,0.855,Male,1.0,90,0.0
0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,2,26516,0.939,Male,3.0,25,0.0
0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,3,24690,0.8270000000000001,Male,1.0,15,0.0
0.0,0.0,1.0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,3,5,8433,0.887,Male,5.0,48,0.0
1.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9572,0.55,Male,1.0,98,0.0
0.0,0.0,1.0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,2,5878,0.865,Male,2.0,142,1.0
1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,1,25695,0.855,Other,4.0,13,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,9645,0.91,Male,5.0,47,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,3,12730,0.91,Female,1.0,28,0.0
1.0,0.0,1.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,4830,0.698,Male,0.0,228,1.0
0.0,0.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,5,20970,0.6659999999999999,Male,4.0,22,0.0
1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,17271,0.624,Male,0.0,18,1.0
0.0,0.0,1.0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,2,1,12731,0.8270000000000001,Male,1.0,29,0.0
0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,3,1,10908,0.855,Male,1.0,46,0.0
1.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,29117,0.55,Male,0.0,12,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,1,3686,0.92,Male,2.0,17,0.0
0.0,0.0,1.0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,1,22683,0.893,Male,2.0,65,0.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,2,1,22134,0.92,Male,1.0,35,0.0
1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,31765,0.855,Male,3.0,14,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,3,1,31449,0.92,Female,1.0,4,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,3,5987,0.92,Male,5.0,12,0.0
0.0,0.0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,5,21762,0.92,Male,2.0,108,0.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,5,22070,0.92,Male,1.0,136,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,1,25413,0.92,Male,1.0,27,0.0
0.0,1.0,0.0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,5902,0.7959999999999999,Male,1.0,74,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,2,3,28403,0.884,Male,1.0,86,0.0
1.0,1.0,0.0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,2,0,30937,0.866,Female,2.0,83,0.0
1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,28751,0.92,Male,3.0,75,0.0
1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,3,29290,0.698,Male,2.0,42,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,2,32401,0.92,Female,1.0,332,0.0
1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,19128,0.913,Male,1.0,140,0.0
1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,29036,0.91,Male,0.0,182,0.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,2,1,16869,0.92,Female,1.0,13,1.0
0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,1,10497,0.682,Male,2.0,172,1.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,2,2,18099,0.92,Male,1.0,48,0.0
0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,12081,0.802,Male,1.0,33,0.0
1.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,7364,0.92,Male,1.0,142,0.0
1.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,2,1,11184,0.579,Male,1.0,34,0.0
0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,7016,0.802,Male,2.0,14,1.0
0.0,0.0,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2,2,8695,0.55,Male,2.0,27,1.0
0.0,0.0,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,2,2,6172,0.55,Male,1.0,24,1.0
1.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,14672,0.878,Male,1.0,150,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2,3,18257,0.92,Female,5.0,20,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,24493,0.92,Male,1.0,140,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,3,1180,0.91,Male,1.0,52,0.0
0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,5,28627,0.939,Male,2.0,160,0.0
0.0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,8168,0.897,Male,2.0,3,0.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,10473,0.624,Male,2.0,2,1.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,5,25349,0.91,Male,5.0,28,0.0
0.0,0.0,1.0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2,5,5220,0.754,Male,4.0,46,0.0
0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,4789,0.855,Male,1.0,210,0.0
0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,11338,0.926,Male,1.0,36,0.0
1.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,27963,0.949,Male,1.0,160,1.0
0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,2,1,8571,0.624,Male,2.0,101,0.0
0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,2,16303,0.926,Male,1.0,46,0.0
0.0,0.0,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,2,5,20576,0.925,Male,5.0,19,0.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,2,1,32966,0.624,Male,2.0,26,1.0
0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,2,21199,0.698,Male,1.0,90,0.0
0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,18819,0.8959999999999999,Male,4.0,59,0.0
0.0,1.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2,2,14199,0.92,Male,1.0,260,0.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,3,7666,0.624,Female,5.0,74,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,4,5,13915,0.91,Male,2.0,20,1.0
0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,3,10555,0.878,Male,2.0,8,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,2,16040,0.92,Male,1.0,131,0.0
0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,2,32826,0.836,Male,1.0,45,0.0
0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2,3,13253,0.693,Male,2.0,109,0.0
0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,15637,0.855,Male,1.0,70,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,2,5,28074,0.92,Female,5.0,17,0.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,3,23012,0.92,Female,1.0,51,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,2,16110,0.92,Female,3.0,60,1.0
1.0,0.0,1.0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,4,5,3921,0.893,Male,5.0,4,0.0
1.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,2,3,24530,0.926,Male,5.0,7,0.0
0.0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,3,5,1924,0.804,Male,3.0,164,0.0
0.0,0.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,4,32776,0.6659999999999999,Male,4.0,290,0.0
1.0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1907,0.804,Male,0.0,145,0.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4,1,23947,0.92,Male,1.0,70,0.0
1.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,3116,0.624,Male,1.0,24,0.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,3,1,24829,0.92,Male,1.0,133,1.0
1.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,30488,0.55,Male,1.0,20,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,2,1265,0.92,Male,1.0,76,0.0
1.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,22098,0.698,Female,4.0,21,1.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,2,2,13342,0.624,Female,2.0,34,0.0
1.0,0.0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,2,24608,0.92,Male,2.0,15,0.0
1.0,0.0,1.0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,5,20081,0.866,Male,5.0,156,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,5,24796,0.92,Male,5.0,15,0.0
0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,7777,0.926,Male,0.0,120,0.0
0.0,0.0,1.0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,2,3,22718,0.769,Male,5.0,47,0.0
0.0,0.0,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,3,1261,0.754,Male,2.0,100,1.0
0.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,3396,0.855,Male,0.0,102,0.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,4283,0.92,Male,0.0,52,0.0
0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,18998,0.926,Male,4.0,39,0.0
0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2003,0.92,Male,1.0,112,1.0
1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4,5,31786,0.92,Male,5.0,14,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,8241,0.91,Male,1.0,4,0.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,3,5,12154,0.91,Male,5.0,55,0.0
0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,2,2,23455,0.624,Male,4.0,49,1.0
0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,19882,0.91,Male,5.0,72,0.0
0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,3,28817,0.925,Male,3.0,141,1.0
1.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,4656,0.926,Male,0.0,28,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,2,3,7280,0.92,Male,1.0,6,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,4,16903,0.92,Male,1.0,125,0.0
0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,5,13333,0.939,Male,0.0,326,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,2,5,26241,0.92,Male,2.0,33,0.0
1.0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,3,2,12381,0.804,Male,5.0,40,0.0
0.0,0.0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,4,4064,0.92,Male,1.0,198,1.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,3,3,32092,0.92,Female,5.0,55,0.0
1.0,0.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,5,3766,0.698,Male,5.0,32,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,2,5,30496,0.92,Male,5.0,11,0.0
0.0,0.0,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,5,7189,0.754,Male,1.0,41,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,3,5,29497,0.92,Male,5.0,87,1.0
0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,3,2,31593,0.855,Male,4.0,114,0.0
0.0,0.0,1.0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,5,12384,0.698,Male,5.0,33,0.0
0.0,1.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,1,11986,0.698,Male,1.0,15,0.0
1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,31033,0.91,Male,1.0,8,0.0
0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,14835,0.878,Female,1.0,22,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,5,3728,0.92,Male,4.0,13,0.0
0.0,0.0,1.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,5,3024,0.949,Male,1.0,246,0.0
0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,3,2,23508,0.92,Male,1.0,22,0.0
